CAMPUS CORNELIO PROCOPIO
CURSO: ;Administracao - Noturno - 80 Vagas
062377;560;DESCLASSIFICADO
051039;560;DESCLASSIFICADO
034032;560;DESCLASSIFICADO
000018;560;DESCLASSIFICADO
063092;555;DESCLASSIFICADO
040873;555;DESCLASSIFICADO
023866;555;DESCLASSIFICADO
023409;555;DESCLASSIFICADO
017740;555;DESCLASSIFICADO
012071;555;DESCLASSIFICADO
056723;550;DESCLASSIFICADO
051054;550;DESCLASSIFICADO
045385;550;DESCLASSIFICADO
039716;550;DESCLASSIFICADO
000033;550;DESCLASSIFICADO
098136;545;DESCLASSIFICADO
088538;545;DESCLASSIFICADO
078940;545;DESCLASSIFICADO
068927;545;DESCLASSIFICADO
068333;545;DESCLASSIFICADO
062664;545;DESCLASSIFICADO
056995;545;DESCLASSIFICADO
051326;545;DESCLASSIFICADO
045657;545;DESCLASSIFICADO
035204;545;DESCLASSIFICADO
029535;545;DESCLASSIFICADO
018197;545;DESCLASSIFICADO
012528;545;DESCLASSIFICADO
006568;545;DESCLASSIFICADO
005974;545;DESCLASSIFICADO
000899;545;DESCLASSIFICADO
000305;545;DESCLASSIFICADO
097864;540;DESCLASSIFICADO
088266;540;DESCLASSIFICADO
078668;540;DESCLASSIFICADO
062392;540;DESCLASSIFICADO
035066;535;DESCLASSIFICADO
029397;535;DESCLASSIFICADO
029244;535;DESCLASSIFICADO
023728;535;DESCLASSIFICADO
023575;535;DESCLASSIFICADO
018059;535;DESCLASSIFICADO
017906;535;DESCLASSIFICADO
012390;535;DESCLASSIFICADO
012237;535;DESCLASSIFICADO
006721;535;DESCLASSIFICADO
097849;530;DESCLASSIFICADO
078653;530;DESCLASSIFICADO
068511;530;DESCLASSIFICADO
057173;530;DESCLASSIFICADO
056708;530;DESCLASSIFICADO
045370;530;DESCLASSIFICADO
039701;530;DESCLASSIFICADO
011821;530;DESCLASSIFICADO
006152;530;DESCLASSIFICADO
062640;525;DESCLASSIFICADO
051302;525;DESCLASSIFICADO
000281;525;DESCLASSIFICADO
098159;520;DESCLASSIFICADO
068356;520;DESCLASSIFICADO
062687;520;DESCLASSIFICADO
045680;520;DESCLASSIFICADO
098112;515;DESCLASSIFICADO
088514;515;DESCLASSIFICADO
078916;515;DESCLASSIFICADO
068309;515;DESCLASSIFICADO
056971;515;DESCLASSIFICADO
045633;515;DESCLASSIFICADO
005950;515;DESCLASSIFICADO
098193;510;DESCLASSIFICADO
088595;510;DESCLASSIFICADO
088561;510;DESCLASSIFICADO
057018;510;DESCLASSIFICADO
051349;510;DESCLASSIFICADO
045714;510;DESCLASSIFICADO
005997;510;DESCLASSIFICADO
000328;510;DESCLASSIFICADO
098591;505;DESCLASSIFICADO
098263;505;DESCLASSIFICADO
088665;505;DESCLASSIFICADO
068460;505;DESCLASSIFICADO
063119;505;DESCLASSIFICADO
062791;505;DESCLASSIFICADO
057122;505;DESCLASSIFICADO
051453;505;DESCLASSIFICADO
023436;505;DESCLASSIFICADO
017767;505;DESCLASSIFICADO
012098;505;DESCLASSIFICADO
006429;505;DESCLASSIFICADO
000760;505;DESCLASSIFICADO
098314;500;DESCLASSIFICADO
088716;500;DESCLASSIFICADO
068390;500;DESCLASSIFICADO
062842;500;DESCLASSIFICADO
062721;500;DESCLASSIFICADO
057052;500;DESCLASSIFICADO
051504;500;DESCLASSIFICADO
051383;500;DESCLASSIFICADO
035154;500;DESCLASSIFICADO
023816;500;DESCLASSIFICADO
012478;500;DESCLASSIFICADO
011700;500;DESCLASSIFICADO
006031;500;DESCLASSIFICADO
000483;500;DESCLASSIFICADO
000362;500;DESCLASSIFICADO
098460;495;DESCLASSIFICADO
098108;495;DESCLASSIFICADO
078912;495;DESCLASSIFICADO
068657;495;DESCLASSIFICADO
062988;495;DESCLASSIFICADO
057319;495;DESCLASSIFICADO
045629;495;DESCLASSIFICADO
006298;495;DESCLASSIFICADO
000629;495;DESCLASSIFICADO
068300;490;DESCLASSIFICADO
062631;490;DESCLASSIFICADO
005941;490;DESCLASSIFICADO
000272;490;DESCLASSIFICADO
088510;485;DESCLASSIFICADO
068305;485;DESCLASSIFICADO
062636;485;DESCLASSIFICADO
056967;485;DESCLASSIFICADO
051298;485;DESCLASSIFICADO
040913;485;DESCLASSIFICADO
035244;485;DESCLASSIFICADO
023906;485;DESCLASSIFICADO
018237;485;DESCLASSIFICADO
012568;485;DESCLASSIFICADO
005946;485;DESCLASSIFICADO
000277;485;DESCLASSIFICADO
029485;480;DESCLASSIFICADO
018147;480;DESCLASSIFICADO
063145;475;DESCLASSIFICADO
040904;475;DESCLASSIFICADO
029566;475;DESCLASSIFICADO
023684;475;DESCLASSIFICADO
018228;475;DESCLASSIFICADO
018015;475;DESCLASSIFICADO
017793;475;DESCLASSIFICADO
017636;475;DESCLASSIFICADO
012559;475;DESCLASSIFICADO
012124;475;DESCLASSIFICADO
011967;475;DESCLASSIFICADO
011770;475;DESCLASSIFICADO
006677;475;DESCLASSIFICADO
006101;475;DESCLASSIFICADO
000786;475;DESCLASSIFICADO
000432;475;DESCLASSIFICADO
098482;470;DESCLASSIFICADO
098103;470;DESCLASSIFICADO
088505;470;DESCLASSIFICADO
078907;470;DESCLASSIFICADO
068679;470;DESCLASSIFICADO
057341;470;DESCLASSIFICADO
056962;470;DESCLASSIFICADO
051293;470;DESCLASSIFICADO
045624;470;DESCLASSIFICADO
006320;470;DESCLASSIFICADO
098617;465;DESCLASSIFICADO
098532;465;DESCLASSIFICADO
068814;465;DESCLASSIFICADO
068788;465;DESCLASSIFICADO
068729;465;DESCLASSIFICADO
063060;465;DESCLASSIFICADO
029575;465;DESCLASSIFICADO
023462;465;DESCLASSIFICADO
017708;465;DESCLASSIFICADO
012039;465;DESCLASSIFICADO
006455;465;DESCLASSIFICADO
000701;465;DESCLASSIFICADO
068994;455;DESCLASSIFICADO
035235;455;DESCLASSIFICADO
029311;455;DESCLASSIFICADO
023897;455;DESCLASSIFICADO
017973;455;DESCLASSIFICADO
012304;455;DESCLASSIFICADO
006635;455;DESCLASSIFICADO
068429;450;DESCLASSIFICADO
063010;450;DESCLASSIFICADO
057091;450;DESCLASSIFICADO
017658;450;DESCLASSIFICADO
011989;450;DESCLASSIFICADO
000651;450;DESCLASSIFICADO
069036;445;DESCLASSIFICADO
057391;445;DESCLASSIFICADO
029353;445;DESCLASSIFICADO
023642;445;DESCLASSIFICADO
023377;445;DESCLASSIFICADO
012346;445;DESCLASSIFICADO
006370;445;DESCLASSIFICADO
000966;445;DESCLASSIFICADO
098232;440;DESCLASSIFICADO
088634;440;DESCLASSIFICADO
062760;440;DESCLASSIFICADO
051422;440;DESCLASSIFICADO
011739;440;DESCLASSIFICADO
006070;440;DESCLASSIFICADO
000401;440;DESCLASSIFICADO
098419;435;DESCLASSIFICADO
098288;435;DESCLASSIFICADO
088690;435;DESCLASSIFICADO
068951;435;DESCLASSIFICADO
068485;435;DESCLASSIFICADO
062816;435;DESCLASSIFICADO
057278;435;DESCLASSIFICADO
057147;435;DESCLASSIFICADO
051478;435;DESCLASSIFICADO
029268;435;DESCLASSIFICADO
023599;435;DESCLASSIFICADO
017930;435;DESCLASSIFICADO
012261;435;DESCLASSIFICADO
006592;435;DESCLASSIFICADO
006126;435;DESCLASSIFICADO
000923;435;DESCLASSIFICADO
068616;425;DESCLASSIFICADO
062947;425;DESCLASSIFICADO
017595;425;DESCLASSIFICADO
011926;425;DESCLASSIFICADO
006257;425;DESCLASSIFICADO
000588;425;DESCLASSIFICADO
011795;415;DESCLASSIFICADO
000457;415;DESCLASSIFICADO
098413;400;DESCLASSIFICADO
068610;400;DESCLASSIFICADO
062941;400;DESCLASSIFICADO
057272;400;DESCLASSIFICADO
017589;400;DESCLASSIFICADO
011920;400;DESCLASSIFICADO
006251;400;DESCLASSIFICADO
000582;400;DESCLASSIFICADO
068848;365;DESCLASSIFICADO
063179;365;DESCLASSIFICADO
017827;365;DESCLASSIFICADO
000820;365;DESCLASSIFICADO
068594;340;DESCLASSIFICADO
062925;340;DESCLASSIFICADO
057256;340;DESCLASSIFICADO
017573;340;DESCLASSIFICADO
006235;340;DESCLASSIFICADO
000566;340;DESCLASSIFICADO
098651;335;DESCLASSIFICADO
023496;335;DESCLASSIFICADO
012158;335;DESCLASSIFICADO
006489;335;DESCLASSIFICADO
098397;330;DESCLASSIFICADO
011904;330;DESCLASSIFICADO
097963;310;DESCLASSIFICADO
068160;310;DESCLASSIFICADO
056822;310;DESCLASSIFICADO
051153;310;DESCLASSIFICADO
045484;310;DESCLASSIFICADO
088365;300;DESCLASSIFICADO
078767;300;DESCLASSIFICADO
062491;300;DESCLASSIFICADO
039815;300;DESCLASSIFICADO
023582;300;DESCLASSIFICADO
017913;300;DESCLASSIFICADO
012244;300;DESCLASSIFICADO
000906;300;DESCLASSIFICADO
000132;300;DESCLASSIFICADO
068934;280;DESCLASSIFICADO
029251;280;DESCLASSIFICADO
006575;280;DESCLASSIFICADO
057382;0;DESCLASSIFICADO
068720;0;DESCLASSIFICADO
006052;0;DESCLASSIFICADO
029479;0;DESCLASSIFICADO
068411;0;DESCLASSIFICADO
051404;0;DESCLASSIFICADO
088616;0;DESCLASSIFICADO
035148;0;DESCLASSIFICADO
018141;0;DESCLASSIFICADO
006361;0;DESCLASSIFICADO
011721;0;DESCLASSIFICADO
023368;0;DESCLASSIFICADO
098214;0;DESCLASSIFICADO
062742;0;DESCLASSIFICADO
000383;0;DESCLASSIFICADO
012472;0;DESCLASSIFICADO
063051;0;DESCLASSIFICADO
098523;0;DESCLASSIFICADO
000692;0;DESCLASSIFICADO
017699;0;DESCLASSIFICADO
057073;0;DESCLASSIFICADO
012030;0;DESCLASSIFICADO
023810;0;DESCLASSIFICADO

CURSO: ;Pedagogia - Vespertino - 32 Vagas
IDENTIFICACAO;PONTUACAO;CLASSIFICACAO
088668;749;DESCLASSIFICADO
068463;749;DESCLASSIFICADO
057125;749;DESCLASSIFICADO
051456;749;DESCLASSIFICADO
098175;746;DESCLASSIFICADO
088577;746;DESCLASSIFICADO
068372;746;DESCLASSIFICADO
062703;746;DESCLASSIFICADO
057034;746;DESCLASSIFICADO
051365;746;DESCLASSIFICADO
045696;746;DESCLASSIFICADO
011682;746;DESCLASSIFICADO
006013;746;DESCLASSIFICADO
000344;746;DESCLASSIFICADO
098266;742;DESCLASSIFICADO
098220;742;DESCLASSIFICADO
088622;742;DESCLASSIFICADO
068417;742;DESCLASSIFICADO
062794;742;DESCLASSIFICADO
051410;742;DESCLASSIFICADO
011773;742;DESCLASSIFICADO
011727;742;DESCLASSIFICADO
006104;742;DESCLASSIFICADO
000435;742;DESCLASSIFICADO
062748;735;DESCLASSIFICADO
057079;735;DESCLASSIFICADO
006058;735;DESCLASSIFICADO
000389;735;DESCLASSIFICADO
040954;724;DESCLASSIFICADO
035285;724;DESCLASSIFICADO
012609;724;DESCLASSIFICADO
029616;717;DESCLASSIFICADO
023947;717;DESCLASSIFICADO
018278;717;DESCLASSIFICADO
098458;703;DESCLASSIFICADO
062986;703;DESCLASSIFICADO
017634;703;DESCLASSIFICADO
006296;703;DESCLASSIFICADO
000627;703;DESCLASSIFICADO
068655;696;DESCLASSIFICADO
057317;696;DESCLASSIFICADO
011965;696;DESCLASSIFICADO
098109;695;DESCLASSIFICADO
088511;695;DESCLASSIFICADO
056968;695;DESCLASSIFICADO
051299;695;DESCLASSIFICADO
005947;695;DESCLASSIFICADO
088567;688;DESCLASSIFICADO
078913;688;DESCLASSIFICADO
068306;688;DESCLASSIFICADO
062637;688;DESCLASSIFICADO
051355;688;DESCLASSIFICADO
045630;688;DESCLASSIFICADO
000278;688;DESCLASSIFICADO
098194;667;DESCLASSIFICADO
088596;667;DESCLASSIFICADO
068391;667;DESCLASSIFICADO
011701;667;DESCLASSIFICADO
006032;667;DESCLASSIFICADO
000363;667;DESCLASSIFICADO
062722;660;DESCLASSIFICADO
057053;660;DESCLASSIFICADO
051384;660;DESCLASSIFICADO
045715;660;DESCLASSIFICADO
098165;653;DESCLASSIFICADO
068362;653;DESCLASSIFICADO
062693;653;DESCLASSIFICADO
057024;653;DESCLASSIFICADO
045686;653;DESCLASSIFICADO
011672;653;DESCLASSIFICADO
006003;653;DESCLASSIFICADO
000334;653;DESCLASSIFICADO
088586;638;DESCLASSIFICADO
051374;638;DESCLASSIFICADO
011691;638;DESCLASSIFICADO
006022;638;DESCLASSIFICADO
098184;631;DESCLASSIFICADO
068381;631;DESCLASSIFICADO
062712;631;DESCLASSIFICADO
057043;631;DESCLASSIFICADO
045705;631;DESCLASSIFICADO
000353;631;DESCLASSIFICADO
098402;616;DESCLASSIFICADO
098027;616;DESCLASSIFICADO
088429;616;DESCLASSIFICADO
078831;616;DESCLASSIFICADO
068224;616;DESCLASSIFICADO
062555;616;DESCLASSIFICADO
057261;616;DESCLASSIFICADO
056886;616;DESCLASSIFICADO
051217;616;DESCLASSIFICADO
045548;616;DESCLASSIFICADO
017578;616;DESCLASSIFICADO
011909;616;DESCLASSIFICADO
005865;616;DESCLASSIFICADO
000571;616;DESCLASSIFICADO
000196;616;DESCLASSIFICADO
097942;613;DESCLASSIFICADO
088344;613;DESCLASSIFICADO
078746;613;DESCLASSIFICADO
062470;613;DESCLASSIFICADO
056801;613;DESCLASSIFICADO
045463;613;DESCLASSIFICADO
039794;613;DESCLASSIFICADO
000111;613;DESCLASSIFICADO
088460;609;DESCLASSIFICADO
078862;609;DESCLASSIFICADO
051248;609;DESCLASSIFICADO
045579;609;DESCLASSIFICADO
005896;609;DESCLASSIFICADO
000227;609;DESCLASSIFICADO
098648;599;DESCLASSIFICADO
068139;599;DESCLASSIFICADO
063176;599;DESCLASSIFICADO
051132;599;DESCLASSIFICADO
006486;599;DESCLASSIFICADO
035065;598;DESCLASSIFICADO
029396;598;DESCLASSIFICADO
012389;598;DESCLASSIFICADO
098058;595;DESCLASSIFICADO
068599;595;DESCLASSIFICADO
068255;595;DESCLASSIFICADO
062930;595;DESCLASSIFICADO
062586;595;DESCLASSIFICADO
056917;595;DESCLASSIFICADO
006240;595;DESCLASSIFICADO
068845;592;DESCLASSIFICADO
023493;592;DESCLASSIFICADO
017824;592;DESCLASSIFICADO
012155;592;DESCLASSIFICADO
000817;592;DESCLASSIFICADO
012454;584;DESCLASSIFICADO
035130;577;DESCLASSIFICADO
029461;577;DESCLASSIFICADO
023792;577;DESCLASSIFICADO
023727;577;DESCLASSIFICADO
018123;577;DESCLASSIFICADO
018058;577;DESCLASSIFICADO
006785;577;DESCLASSIFICADO
006720;577;DESCLASSIFICADO
097835;505;DESCLASSIFICADO
078639;505;DESCLASSIFICADO
056694;505;DESCLASSIFICADO
051025;505;DESCLASSIFICADO
045356;505;DESCLASSIFICADO
039687;505;DESCLASSIFICADO
088342;498;DESCLASSIFICADO
078744;498;DESCLASSIFICADO
068137;498;DESCLASSIFICADO
056799;498;DESCLASSIFICADO
051130;498;DESCLASSIFICADO
039792;498;DESCLASSIFICADO
000109;498;DESCLASSIFICADO
097940;491;DESCLASSIFICADO
088237;491;DESCLASSIFICADO
062468;491;DESCLASSIFICADO
062363;491;DESCLASSIFICADO
045461;491;DESCLASSIFICADO
034018;491;DESCLASSIFICADO
000004;491;DESCLASSIFICADO
098385;473;DESCLASSIFICADO
088787;473;DESCLASSIFICADO
068582;473;DESCLASSIFICADO
062913;473;DESCLASSIFICADO
057244;473;DESCLASSIFICADO
017561;473;DESCLASSIFICADO
011892;473;DESCLASSIFICADO
006223;473;DESCLASSIFICADO
000554;473;DESCLASSIFICADO
068960;469;DESCLASSIFICADO
023608;469;DESCLASSIFICADO
017939;469;DESCLASSIFICADO
012270;469;DESCLASSIFICADO
029277;455;DESCLASSIFICADO
006601;455;DESCLASSIFICADO
000932;455;DESCLASSIFICADO
097837;452;DESCLASSIFICADO
088239;452;DESCLASSIFICADO
078641;452;DESCLASSIFICADO
062365;452;DESCLASSIFICADO
056696;452;DESCLASSIFICADO
051027;452;DESCLASSIFICADO
045358;452;DESCLASSIFICADO
039689;452;DESCLASSIFICADO
034020;452;DESCLASSIFICADO
000006;452;DESCLASSIFICADO
068641;437;DESCLASSIFICADO
062972;437;DESCLASSIFICADO
057303;437;DESCLASSIFICADO
006282;437;DESCLASSIFICADO
000613;437;DESCLASSIFICADO
098444;430;DESCLASSIFICADO
017620;430;DESCLASSIFICADO
011951;430;DESCLASSIFICADO
097893;429;DESCLASSIFICADO
088295;429;DESCLASSIFICADO
056752;429;DESCLASSIFICADO
045414;429;DESCLASSIFICADO
000062;429;DESCLASSIFICADO
078697;422;DESCLASSIFICADO
062421;422;DESCLASSIFICADO
051083;422;DESCLASSIFICADO
039745;422;DESCLASSIFICADO
097887;405;DESCLASSIFICADO
088289;405;DESCLASSIFICADO
078691;405;DESCLASSIFICADO
062415;405;DESCLASSIFICADO
056746;405;DESCLASSIFICADO
051077;405;DESCLASSIFICADO
045408;405;DESCLASSIFICADO
039739;405;DESCLASSIFICADO
000056;405;DESCLASSIFICADO
098438;397;DESCLASSIFICADO
011945;397;DESCLASSIFICADO
000607;397;DESCLASSIFICADO
068647;390;DESCLASSIFICADO
068635;390;DESCLASSIFICADO
062978;390;DESCLASSIFICADO
062966;390;DESCLASSIFICADO
057297;390;DESCLASSIFICADO
017614;390;DESCLASSIFICADO
006276;390;DESCLASSIFICADO
000619;390;DESCLASSIFICADO
098450;376;DESCLASSIFICADO
057309;376;DESCLASSIFICADO
017626;376;DESCLASSIFICADO
011957;376;DESCLASSIFICADO
006288;376;DESCLASSIFICADO
098354;371;DESCLASSIFICADO
088756;371;DESCLASSIFICADO
068551;371;DESCLASSIFICADO
057213;371;DESCLASSIFICADO
017530;371;DESCLASSIFICADO
011861;371;DESCLASSIFICADO
098556;365;DESCLASSIFICADO
017732;365;DESCLASSIFICADO
012063;365;DESCLASSIFICADO
006394;365;DESCLASSIFICADO
000725;365;DESCLASSIFICADO
098148;359;DESCLASSIFICADO
088550;359;DESCLASSIFICADO
062676;359;DESCLASSIFICADO
057007;359;DESCLASSIFICADO
005986;359;DESCLASSIFICADO
000317;359;DESCLASSIFICADO
068753;358;DESCLASSIFICADO
063084;358;DESCLASSIFICADO
023401;358;DESCLASSIFICADO
068345;352;DESCLASSIFICADO
051338;352;DESCLASSIFICADO
045669;352;DESCLASSIFICADO
063133;340;DESCLASSIFICADO
017781;340;DESCLASSIFICADO
012112;340;DESCLASSIFICADO
062882;336;DESCLASSIFICADO
051544;336;DESCLASSIFICADO
006192;336;DESCLASSIFICADO
000523;336;DESCLASSIFICADO
098605;326;DESCLASSIFICADO
068802;326;DESCLASSIFICADO
023450;326;DESCLASSIFICADO
006443;326;DESCLASSIFICADO
000774;326;DESCLASSIFICADO
040906;189;DESCLASSIFICADO
012561;189;DESCLASSIFICADO
035237;182;DESCLASSIFICADO
029568;182;DESCLASSIFICADO
023899;182;DESCLASSIFICADO
018230;182;DESCLASSIFICADO
017884;0;DESCLASSIFICADO
000964;0;DESCLASSIFICADO
045421;0;DESCLASSIFICADO
006633;0;DESCLASSIFICADO
057238;0;DESCLASSIFICADO
098530;0;DESCLASSIFICADO
029222;0;DESCLASSIFICADO
006217;0;DESCLASSIFICADO
012302;0;DESCLASSIFICADO
068905;0;DESCLASSIFICADO
000378;0;DESCLASSIFICADO
006546;0;DESCLASSIFICADO
012215;0;DESCLASSIFICADO
051399;0;DESCLASSIFICADO
078704;0;DESCLASSIFICADO
098379;0;DESCLASSIFICADO
000699;0;DESCLASSIFICADO
017971;0;DESCLASSIFICADO
023375;0;DESCLASSIFICADO
039752;0;DESCLASSIFICADO
062907;0;DESCLASSIFICADO
068097;0;DESCLASSIFICADO
000548;0;DESCLASSIFICADO
000877;0;DESCLASSIFICADO
006368;0;DESCLASSIFICADO
017706;0;DESCLASSIFICADO
023640;0;DESCLASSIFICADO
062428;0;DESCLASSIFICADO
068406;0;DESCLASSIFICADO
068727;0;DESCLASSIFICADO
011716;0;DESCLASSIFICADO
068992;0;DESCLASSIFICADO
056759;0;DESCLASSIFICADO
057068;0;DESCLASSIFICADO
057389;0;DESCLASSIFICADO
062737;0;DESCLASSIFICADO
023553;0;DESCLASSIFICADO
088611;0;DESCLASSIFICADO
000069;0;DESCLASSIFICADO
017555;0;DESCLASSIFICADO
063058;0;DESCLASSIFICADO
063236;0;DESCLASSIFICADO
088302;0;DESCLASSIFICADO
097900;0;DESCLASSIFICADO
006047;0;DESCLASSIFICADO
011886;0;DESCLASSIFICADO
012037;0;DESCLASSIFICADO
029309;0;DESCLASSIFICADO
051090;0;DESCLASSIFICADO
068576;0;DESCLASSIFICADO
088781;0;DESCLASSIFICADO
098209;0;DESCLASSIFICADO

CURSO: ;Pedagogia - Noturno - 32 Vagas
IDENTIFICACAO;PONTUACAO;CLASSIFICACAO
068939;731;DESCLASSIFICADO
029256;731;DESCLASSIFICADO
023587;731;DESCLASSIFICADO
017918;731;DESCLASSIFICADO
012249;731;DESCLASSIFICADO
006580;731;DESCLASSIFICADO
000911;731;DESCLASSIFICADO
068963;645;DESCLASSIFICADO
029280;645;DESCLASSIFICADO
017942;645;DESCLASSIFICADO
006604;645;DESCLASSIFICADO
000935;645;DESCLASSIFICADO
023611;638;DESCLASSIFICADO
012273;638;DESCLASSIFICADO
035131;624;DESCLASSIFICADO
018124;624;DESCLASSIFICADO
012455;624;DESCLASSIFICADO
029462;610;DESCLASSIFICADO
023793;610;DESCLASSIFICADO
006786;610;DESCLASSIFICADO
088415;555;DESCLASSIFICADO
068210;555;DESCLASSIFICADO
062541;555;DESCLASSIFICADO
051203;555;DESCLASSIFICADO
005851;555;DESCLASSIFICADO
097937;548;DESCLASSIFICADO
078741;548;DESCLASSIFICADO
062465;548;DESCLASSIFICADO
039789;548;DESCLASSIFICADO
035114;548;DESCLASSIFICADO
029445;548;DESCLASSIFICADO
023776;548;DESCLASSIFICADO
018107;548;DESCLASSIFICADO
098013;541;DESCLASSIFICADO
078817;541;DESCLASSIFICADO
056872;541;DESCLASSIFICADO
045534;541;DESCLASSIFICADO
039865;541;DESCLASSIFICADO
000182;541;DESCLASSIFICADO
097889;538;DESCLASSIFICADO
088291;538;DESCLASSIFICADO
078693;538;DESCLASSIFICADO
062417;538;DESCLASSIFICADO
056748;538;DESCLASSIFICADO
051079;538;DESCLASSIFICADO
045410;538;DESCLASSIFICADO
039741;538;DESCLASSIFICADO
000058;538;DESCLASSIFICADO
088339;534;DESCLASSIFICADO
068134;534;DESCLASSIFICADO
056796;534;DESCLASSIFICADO
051127;534;DESCLASSIFICADO
045458;534;DESCLASSIFICADO
000106;534;DESCLASSIFICADO
012438;527;DESCLASSIFICADO
006769;527;DESCLASSIFICADO
029369;505;DESCLASSIFICADO
018031;505;DESCLASSIFICADO
012362;505;DESCLASSIFICADO
006693;505;DESCLASSIFICADO
035192;501;DESCLASSIFICADO
029523;501;DESCLASSIFICADO
023854;501;DESCLASSIFICADO
040861;494;DESCLASSIFICADO
018185;494;DESCLASSIFICADO
012516;494;DESCLASSIFICADO
035110;491;DESCLASSIFICADO
029441;491;DESCLASSIFICADO
018103;491;DESCLASSIFICADO
012434;491;DESCLASSIFICADO
006765;491;DESCLASSIFICADO
069052;484;DESCLASSIFICADO
035038;484;DESCLASSIFICADO
023700;484;DESCLASSIFICADO
068941;480;DESCLASSIFICADO
029258;480;DESCLASSIFICADO
023589;480;DESCLASSIFICADO
017920;480;DESCLASSIFICADO
012251;480;DESCLASSIFICADO
006582;480;DESCLASSIFICADO
000913;480;DESCLASSIFICADO
098210;473;DESCLASSIFICADO
088612;473;DESCLASSIFICADO
068407;473;DESCLASSIFICADO
062738;473;DESCLASSIFICADO
057069;473;DESCLASSIFICADO
051400;473;DESCLASSIFICADO
011717;473;DESCLASSIFICADO
006048;473;DESCLASSIFICADO
000379;473;DESCLASSIFICADO
023772;470;DESCLASSIFICADO
098454;437;DESCLASSIFICADO
068651;437;DESCLASSIFICADO
062982;437;DESCLASSIFICADO
017630;437;DESCLASSIFICADO
006292;437;DESCLASSIFICADO
000623;437;DESCLASSIFICADO
098093;423;DESCLASSIFICADO
088495;423;DESCLASSIFICADO
078897;423;DESCLASSIFICADO
068290;423;DESCLASSIFICADO
062621;423;DESCLASSIFICADO
057313;423;DESCLASSIFICADO
056952;423;DESCLASSIFICADO
051283;423;DESCLASSIFICADO
045614;423;DESCLASSIFICADO
011961;423;DESCLASSIFICADO
005931;423;DESCLASSIFICADO
000262;423;DESCLASSIFICADO
097979;379;DESCLASSIFICADO
088381;379;DESCLASSIFICADO
078783;379;DESCLASSIFICADO
068176;379;DESCLASSIFICADO
062507;379;DESCLASSIFICADO
056838;379;DESCLASSIFICADO
051169;379;DESCLASSIFICADO
045500;379;DESCLASSIFICADO
039831;379;DESCLASSIFICADO
000148;379;DESCLASSIFICADO
040867;343;DESCLASSIFICADO
035198;343;DESCLASSIFICADO
029529;343;DESCLASSIFICADO
012522;343;DESCLASSIFICADO
035129;340;DESCLASSIFICADO
029460;340;DESCLASSIFICADO
023791;340;DESCLASSIFICADO
018122;340;DESCLASSIFICADO
012453;340;DESCLASSIFICADO
006784;340;DESCLASSIFICADO
023860;329;DESCLASSIFICADO
018191;329;DESCLASSIFICADO
056811;325;DESCLASSIFICADO
051142;325;DESCLASSIFICADO
039804;325;DESCLASSIFICADO
097952;318;DESCLASSIFICADO
088354;318;DESCLASSIFICADO
078756;318;DESCLASSIFICADO
068149;318;DESCLASSIFICADO
062480;318;DESCLASSIFICADO
045473;318;DESCLASSIFICADO
000121;318;DESCLASSIFICADO

CURSO: ;Ciências Biológicas  - Noturno - 32Vagas
IDENTIFICACAO;PONTUACAO;CLASSIFICACAO
098644;862;DESCLASSIFICADO
063172;862;DESCLASSIFICADO
023489;862;DESCLASSIFICADO
012151;862;DESCLASSIFICADO
006482;862;DESCLASSIFICADO
000813;862;DESCLASSIFICADO
098585;852;DESCLASSIFICADO
023430;852;DESCLASSIFICADO
012092;852;DESCLASSIFICADO
068841;850;DESCLASSIFICADO
017820;850;DESCLASSIFICADO
068932;842;DESCLASSIFICADO
029249;842;DESCLASSIFICADO
017911;842;DESCLASSIFICADO
012242;842;DESCLASSIFICADO
000904;842;DESCLASSIFICADO
068782;840;DESCLASSIFICADO
063113;840;DESCLASSIFICADO
017761;840;DESCLASSIFICADO
006423;840;DESCLASSIFICADO
000754;840;DESCLASSIFICADO
098300;836;DESCLASSIFICADO
088702;836;DESCLASSIFICADO
068497;836;DESCLASSIFICADO
062828;836;DESCLASSIFICADO
057159;836;DESCLASSIFICADO
051490;836;DESCLASSIFICADO
023580;836;DESCLASSIFICADO
011807;836;DESCLASSIFICADO
006573;836;DESCLASSIFICADO
006138;836;DESCLASSIFICADO
000469;836;DESCLASSIFICADO
097879;814;DESCLASSIFICADO
062407;814;DESCLASSIFICADO
056738;814;DESCLASSIFICADO
039731;814;DESCLASSIFICADO
088281;802;DESCLASSIFICADO
078683;802;DESCLASSIFICADO
051069;802;DESCLASSIFICADO
045400;802;DESCLASSIFICADO
000048;802;DESCLASSIFICADO
035063;796;DESCLASSIFICADO
029394;796;DESCLASSIFICADO
023725;796;DESCLASSIFICADO
018056;796;DESCLASSIFICADO
012387;796;DESCLASSIFICADO
006718;796;DESCLASSIFICADO
098392;738;DESCLASSIFICADO
098009;738;DESCLASSIFICADO
088794;738;DESCLASSIFICADO
088411;738;DESCLASSIFICADO
078885;738;DESCLASSIFICADO
078813;738;DESCLASSIFICADO
068589;738;DESCLASSIFICADO
068278;738;DESCLASSIFICADO
068206;738;DESCLASSIFICADO
062920;738;DESCLASSIFICADO
062609;738;DESCLASSIFICADO
062537;738;DESCLASSIFICADO
057251;738;DESCLASSIFICADO
056868;738;DESCLASSIFICADO
051271;738;DESCLASSIFICADO
