CAMPUS LUIZ MENEGUEL
CURSO: ;Ciência  da Computação  - Integral  - 28 Vagas
039005;0;DESCLASSIFICADO
039385;0;DESCLASSIFICADO
045063;0;DESCLASSIFICADO
045216;0;DESCLASSIFICADO
045233;0;DESCLASSIFICADO
050985;0;DESCLASSIFICADO
074215;0;DESCLASSIFICADO
074649;0;DESCLASSIFICADO
074855;0;DESCLASSIFICADO
076436;0;DESCLASSIFICADO
076535;0;DESCLASSIFICADO
076589;0;DESCLASSIFICADO
076664;0;DESCLASSIFICADO
076927;0;DESCLASSIFICADO
078025;0;DESCLASSIFICADO
078346;0;DESCLASSIFICADO
078381;0;DESCLASSIFICADO
084272;0;DESCLASSIFICADO
084584;0;DESCLASSIFICADO
085831;0;DESCLASSIFICADO
085888;0;DESCLASSIFICADO
086262;0;DESCLASSIFICADO
086474;0;DESCLASSIFICADO
086525;0;DESCLASSIFICADO
086605;0;DESCLASSIFICADO
088114;0;DESCLASSIFICADO
093844;0;DESCLASSIFICADO
096074;0;DESCLASSIFICADO
004656;0;DESCLASSIFICADO
010623;0;DESCLASSIFICADO
016186;0;DESCLASSIFICADO
027910;0;DESCLASSIFICADO
033659;0;DESCLASSIFICADO
033716;0;DESCLASSIFICADO
033958;0;DESCLASSIFICADO
039219;0;DESCLASSIFICADO
039328;0;DESCLASSIFICADO
044875;0;DESCLASSIFICADO
045296;0;DESCLASSIFICADO
050600;0;DESCLASSIFICADO
050963;0;DESCLASSIFICADO
056510;0;DESCLASSIFICADO
067015;0;DESCLASSIFICADO
072949;0;DESCLASSIFICADO
074646;0;DESCLASSIFICADO
074651;0;DESCLASSIFICADO
074736;0;DESCLASSIFICADO
074860;0;DESCLASSIFICADO
076290;0;DESCLASSIFICADO
076689;0;DESCLASSIFICADO
076878;0;DESCLASSIFICADO
078280;0;DESCLASSIFICADO
078455;0;DESCLASSIFICADO
078604;0;DESCLASSIFICADO
083827;0;DESCLASSIFICADO
084452;0;DESCLASSIFICADO
084599;0;DESCLASSIFICADO
084636;0;DESCLASSIFICADO
084671;0;DESCLASSIFICADO
086133;0;DESCLASSIFICADO
086413;0;DESCLASSIFICADO
087848;0;DESCLASSIFICADO
087935;0;DESCLASSIFICADO
088097;0;DESCLASSIFICADO
095731;0;DESCLASSIFICADO
096123;0;DESCLASSIFICADO
016116;0;DESCLASSIFICADO
016259;0;DESCLASSIFICADO
033266;0;DESCLASSIFICADO
033336;0;DESCLASSIFICADO
033878;0;DESCLASSIFICADO
039248;0;DESCLASSIFICADO
050723;0;DESCLASSIFICADO
050990;0;DESCLASSIFICADO
056554;0;DESCLASSIFICADO
062298;0;DESCLASSIFICADO
074029;0;DESCLASSIFICADO
074064;0;DESCLASSIFICADO
074272;0;DESCLASSIFICADO
074322;0;DESCLASSIFICADO
074352;0;DESCLASSIFICADO
074865;0;DESCLASSIFICADO
075998;0;DESCLASSIFICADO
076047;0;DESCLASSIFICADO
076261;0;DESCLASSIFICADO
076304;0;DESCLASSIFICADO
076606;0;DESCLASSIFICADO
076754;0;DESCLASSIFICADO
076873;0;DESCLASSIFICADO
076876;0;DESCLASSIFICADO
076894;0;DESCLASSIFICADO
076944;0;DESCLASSIFICADO
078337;0;DESCLASSIFICADO
083869;0;DESCLASSIFICADO
084015;0;DESCLASSIFICADO
084243;0;DESCLASSIFICADO
084457;0;DESCLASSIFICADO
084704;0;DESCLASSIFICADO
085902;0;DESCLASSIFICADO
086396;0;DESCLASSIFICADO
088177;0;DESCLASSIFICADO
093648;0;DESCLASSIFICADO
093841;0;DESCLASSIFICADO
093931;0;DESCLASSIFICADO
093992;0;DESCLASSIFICADO
094053;0;DESCLASSIFICADO
094060;0;DESCLASSIFICADO
094420;0;DESCLASSIFICADO
095667;0;DESCLASSIFICADO
095885;0;DESCLASSIFICADO
095961;0;DESCLASSIFICADO
095994;0;DESCLASSIFICADO
096072;0;DESCLASSIFICADO
096140;0;DESCLASSIFICADO
097800;0;DESCLASSIFICADO
010590;0;DESCLASSIFICADO
027454;0;DESCLASSIFICADO
027547;0;DESCLASSIFICADO
027853;0;DESCLASSIFICADO
027990;0;DESCLASSIFICADO
028056;0;DESCLASSIFICADO
028176;0;DESCLASSIFICADO
033123;0;DESCLASSIFICADO
033579;0;DESCLASSIFICADO
033982;0;DESCLASSIFICADO
039514;0;DESCLASSIFICADO
039647;0;DESCLASSIFICADO
039651;0;DESCLASSIFICADO
044888;0;DESCLASSIFICADO
044967;0;DESCLASSIFICADO
045054;0;DESCLASSIFICADO
045183;0;DESCLASSIFICADO
050732;0;DESCLASSIFICADO
056500;0;DESCLASSIFICADO
072899;0;DESCLASSIFICADO
074286;0;DESCLASSIFICADO
074588;0;DESCLASSIFICADO
076082;0;DESCLASSIFICADO
076556;0;DESCLASSIFICADO
076815;0;DESCLASSIFICADO
078143;0;DESCLASSIFICADO
078171;0;DESCLASSIFICADO
078250;0;DESCLASSIFICADO
078499;0;DESCLASSIFICADO
078577;0;DESCLASSIFICADO
083840;0;DESCLASSIFICADO
083949;0;DESCLASSIFICADO
084185;0;DESCLASSIFICADO
084248;0;DESCLASSIFICADO
084523;0;DESCLASSIFICADO
084581;0;DESCLASSIFICADO
086069;0;DESCLASSIFICADO
086143;0;DESCLASSIFICADO
086542;0;DESCLASSIFICADO
086603;0;DESCLASSIFICADO
088175;0;DESCLASSIFICADO
093871;0;DESCLASSIFICADO
093975;0;DESCLASSIFICADO
094050;0;DESCLASSIFICADO
094121;0;DESCLASSIFICADO
094269;0;DESCLASSIFICADO
094435;0;DESCLASSIFICADO
094477;0;DESCLASSIFICADO
094557;0;DESCLASSIFICADO
095741;0;DESCLASSIFICADO
095860;0;DESCLASSIFICADO
095865;0;DESCLASSIFICADO
095889;0;DESCLASSIFICADO
095950;0;DESCLASSIFICADO
096201;0;DESCLASSIFICADO

CURSO: ;Ciências Biológicas (Licenciatura/Bacharelado) - Integral  - 40 Vagas
IDENTIFICACAO;PONTUACAO;CLASSIFICACAO
094602;818;DESCLASSIFICADO
087923;818;DESCLASSIFICADO
086013;818;DESCLASSIFICADO
083994;818;DESCLASSIFICADO
078325;818;DESCLASSIFICADO
076415;818;DESCLASSIFICADO
074397;818;DESCLASSIFICADO
050711;818;DESCLASSIFICADO
045042;818;DESCLASSIFICADO
039373;818;DESCLASSIFICADO
033704;818;DESCLASSIFICADO
028035;818;DESCLASSIFICADO
095951;748;DESCLASSIFICADO
095742;748;DESCLASSIFICADO
094061;748;DESCLASSIFICADO
093723;748;DESCLASSIFICADO
088054;748;DESCLASSIFICADO
086353;748;DESCLASSIFICADO
078456;748;DESCLASSIFICADO
076546;748;DESCLASSIFICADO
074528;748;DESCLASSIFICADO
056511;748;DESCLASSIFICADO
050842;748;DESCLASSIFICADO
039504;748;DESCLASSIFICADO
033835;748;DESCLASSIFICADO
028166;748;DESCLASSIFICADO
096080;742;DESCLASSIFICADO
093932;742;DESCLASSIFICADO
086482;742;DESCLASSIFICADO
086144;742;DESCLASSIFICADO
084463;742;DESCLASSIFICADO
084334;742;DESCLASSIFICADO
084125;742;DESCLASSIFICADO
076884;742;DESCLASSIFICADO
076755;742;DESCLASSIFICADO
074866;742;DESCLASSIFICADO
074737;742;DESCLASSIFICADO
045173;742;DESCLASSIFICADO
095684;705;DESCLASSIFICADO
084067;705;DESCLASSIFICADO
078398;705;DESCLASSIFICADO
056453;705;DESCLASSIFICADO
050784;705;DESCLASSIFICADO
045115;705;DESCLASSIFICADO
093665;699;DESCLASSIFICADO
087996;699;DESCLASSIFICADO
086086;699;DESCLASSIFICADO
076488;699;DESCLASSIFICADO
074470;699;DESCLASSIFICADO
039446;699;DESCLASSIFICADO
033777;699;DESCLASSIFICADO
028108;699;DESCLASSIFICADO
072606;674;DESCLASSIFICADO
066937;674;DESCLASSIFICADO
061268;674;DESCLASSIFICADO
027254;674;DESCLASSIFICADO
021585;674;DESCLASSIFICADO
015916;674;DESCLASSIFICADO
010247;674;DESCLASSIFICADO
004578;674;DESCLASSIFICADO
072879;629;DESCLASSIFICADO
033196;629;DESCLASSIFICADO
027527;629;DESCLASSIFICADO
021858;629;DESCLASSIFICADO
016189;629;DESCLASSIFICADO
010520;629;DESCLASSIFICADO
094213;628;DESCLASSIFICADO
084615;628;DESCLASSIFICADO
076026;628;DESCLASSIFICADO
033315;628;DESCLASSIFICADO
027646;628;DESCLASSIFICADO
021977;628;DESCLASSIFICADO
016308;628;DESCLASSIFICADO
074008;622;DESCLASSIFICADO
038984;622;DESCLASSIFICADO
010639;622;DESCLASSIFICADO
072815;616;DESCLASSIFICADO
033132;616;DESCLASSIFICADO
027463;616;DESCLASSIFICADO
021794;616;DESCLASSIFICADO
016125;616;DESCLASSIFICADO
010456;616;DESCLASSIFICADO
004787;616;DESCLASSIFICADO
096083;610;DESCLASSIFICADO
093726;610;DESCLASSIFICADO
088057;610;DESCLASSIFICADO
086147;610;DESCLASSIFICADO
085827;610;DESCLASSIFICADO
078139;610;DESCLASSIFICADO
076758;610;DESCLASSIFICADO
076549;610;DESCLASSIFICADO
074869;610;DESCLASSIFICADO
074740;610;DESCLASSIFICADO
074531;610;DESCLASSIFICADO
050845;610;DESCLASSIFICADO
045176;610;DESCLASSIFICADO
044856;610;DESCLASSIFICADO
039507;610;DESCLASSIFICADO
039187;610;DESCLASSIFICADO
033838;610;DESCLASSIFICADO
033518;610;DESCLASSIFICADO
028169;610;DESCLASSIFICADO
022180;610;DESCLASSIFICADO
016511;610;DESCLASSIFICADO
095954;604;DESCLASSIFICADO
095745;604;DESCLASSIFICADO
094064;604;DESCLASSIFICADO
093935;604;DESCLASSIFICADO
086485;604;DESCLASSIFICADO
086356;604;DESCLASSIFICADO
084466;604;DESCLASSIFICADO
084337;604;DESCLASSIFICADO
084128;604;DESCLASSIFICADO
078459;604;DESCLASSIFICADO
076887;604;DESCLASSIFICADO
056514;604;DESCLASSIFICADO
094416;598;DESCLASSIFICADO
083808;598;DESCLASSIFICADO
076229;598;DESCLASSIFICADO
074211;598;DESCLASSIFICADO
027849;598;DESCLASSIFICADO
094344;597;DESCLASSIFICADO
084746;597;DESCLASSIFICADO
078067;597;DESCLASSIFICADO
076157;597;DESCLASSIFICADO
074139;597;DESCLASSIFICADO
039115;597;DESCLASSIFICADO
033446;597;DESCLASSIFICADO
016439;597;DESCLASSIFICADO
072612;596;DESCLASSIFICADO
004584;596;DESCLASSIFICADO
094329;591;DESCLASSIFICADO
076142;591;DESCLASSIFICADO
044784;591;DESCLASSIFICADO
039100;591;DESCLASSIFICADO
033431;591;DESCLASSIFICADO
027777;591;DESCLASSIFICADO
027762;591;DESCLASSIFICADO
022108;591;DESCLASSIFICADO
016424;591;DESCLASSIFICADO
072825;590;DESCLASSIFICADO
066943;590;DESCLASSIFICADO
033142;590;DESCLASSIFICADO
027473;590;DESCLASSIFICADO
027260;590;DESCLASSIFICADO
021804;590;DESCLASSIFICADO
021591;590;DESCLASSIFICADO
016135;590;DESCLASSIFICADO
015922;590;DESCLASSIFICADO
010466;590;DESCLASSIFICADO
010253;590;DESCLASSIFICADO
004797;590;DESCLASSIFICADO
084731;585;DESCLASSIFICADO
078052;585;DESCLASSIFICADO
074124;585;DESCLASSIFICADO
044769;585;DESCLASSIFICADO
022093;585;DESCLASSIFICADO
097828;579;DESCLASSIFICADO
095945;579;DESCLASSIFICADO
095918;579;DESCLASSIFICADO
093926;579;DESCLASSIFICADO
093899;579;DESCLASSIFICADO
086347;579;DESCLASSIFICADO
086320;579;DESCLASSIFICADO
084328;579;DESCLASSIFICADO
074731;579;DESCLASSIFICADO
074704;579;DESCLASSIFICADO
062356;579;DESCLASSIFICADO
056687;579;DESCLASSIFICADO
045349;579;DESCLASSIFICADO
034011;579;DESCLASSIFICADO
094415;577;DESCLASSIFICADO
085826;577;DESCLASSIFICADO
083807;577;DESCLASSIFICADO
078138;577;DESCLASSIFICADO
076228;577;DESCLASSIFICADO
074210;577;DESCLASSIFICADO
044855;577;DESCLASSIFICADO
039186;577;DESCLASSIFICADO
033517;577;DESCLASSIFICADO
027848;577;DESCLASSIFICADO
022179;577;DESCLASSIFICADO
016510;577;DESCLASSIFICADO
088230;573;DESCLASSIFICADO
084301;573;DESCLASSIFICADO
078632;573;DESCLASSIFICADO
076749;573;DESCLASSIFICADO
076722;573;DESCLASSIFICADO
051018;573;DESCLASSIFICADO
039680;573;DESCLASSIFICADO
097821;572;DESCLASSIFICADO
095938;572;DESCLASSIFICADO
093892;572;DESCLASSIFICADO
088223;572;DESCLASSIFICADO
086313;572;DESCLASSIFICADO
084294;572;DESCLASSIFICADO
076715;572;DESCLASSIFICADO
074697;572;DESCLASSIFICADO
051011;572;DESCLASSIFICADO
039673;572;DESCLASSIFICADO
095911;566;DESCLASSIFICADO
094615;566;DESCLASSIFICADO
093919;566;DESCLASSIFICADO
086340;566;DESCLASSIFICADO
084321;566;DESCLASSIFICADO
078625;566;DESCLASSIFICADO
078338;566;DESCLASSIFICADO
076742;566;DESCLASSIFICADO
076428;566;DESCLASSIFICADO
074724;566;DESCLASSIFICADO
062349;566;DESCLASSIFICADO
056680;566;DESCLASSIFICADO
050724;566;DESCLASSIFICADO
045342;566;DESCLASSIFICADO
039386;566;DESCLASSIFICADO
034004;566;DESCLASSIFICADO
033717;566;DESCLASSIFICADO
072834;560;DESCLASSIFICADO
033151;560;DESCLASSIFICADO
027482;560;DESCLASSIFICADO
021813;560;DESCLASSIFICADO
016144;560;DESCLASSIFICADO
010475;560;DESCLASSIFICADO
004806;560;DESCLASSIFICADO
095732;559;DESCLASSIFICADO
093713;559;DESCLASSIFICADO
088044;559;DESCLASSIFICADO
086134;559;DESCLASSIFICADO
084115;559;DESCLASSIFICADO
078446;559;DESCLASSIFICADO
076536;559;DESCLASSIFICADO
074518;559;DESCLASSIFICADO
056501;559;DESCLASSIFICADO
050832;559;DESCLASSIFICADO
045163;559;DESCLASSIFICADO
039494;559;DESCLASSIFICADO
033825;559;DESCLASSIFICADO
028156;559;DESCLASSIFICADO
087936;554;DESCLASSIFICADO
086026;554;DESCLASSIFICADO
084007;554;DESCLASSIFICADO
074410;554;DESCLASSIFICADO
045055;554;DESCLASSIFICADO
028048;554;DESCLASSIFICADO
016106;547;DESCLASSIFICADO
072796;541;DESCLASSIFICADO
033113;541;DESCLASSIFICADO
027444;541;DESCLASSIFICADO
021775;541;DESCLASSIFICADO
010437;541;DESCLASSIFICADO
004768;541;DESCLASSIFICADO
094313;523;DESCLASSIFICADO
084715;523;DESCLASSIFICADO
078036;523;DESCLASSIFICADO
076126;523;DESCLASSIFICADO
074108;523;DESCLASSIFICADO
044753;523;DESCLASSIFICADO
039084;523;DESCLASSIFICADO
033415;523;DESCLASSIFICADO
027746;523;DESCLASSIFICADO
022077;523;DESCLASSIFICADO
016408;523;DESCLASSIFICADO
066935;507;DESCLASSIFICADO
061266;507;DESCLASSIFICADO
027252;507;DESCLASSIFICADO
021583;507;DESCLASSIFICADO
015914;507;DESCLASSIFICADO
094332;495;DESCLASSIFICADO
084734;495;DESCLASSIFICADO
078055;495;DESCLASSIFICADO
076145;495;DESCLASSIFICADO
074127;495;DESCLASSIFICADO
044772;495;DESCLASSIFICADO
039103;495;DESCLASSIFICADO
033434;495;DESCLASSIFICADO
027765;495;DESCLASSIFICADO
022096;495;DESCLASSIFICADO
016427;495;DESCLASSIFICADO
072604;489;DESCLASSIFICADO
010245;489;DESCLASSIFICADO
004576;489;DESCLASSIFICADO
097680;389;DESCLASSIFICADO
095770;389;DESCLASSIFICADO
094089;389;DESCLASSIFICADO
093751;389;DESCLASSIFICADO
086510;389;DESCLASSIFICADO
084362;389;DESCLASSIFICADO
084153;389;DESCLASSIFICADO
078484;389;DESCLASSIFICADO
076912;389;DESCLASSIFICADO
076783;389;DESCLASSIFICADO
074894;389;DESCLASSIFICADO
050870;389;DESCLASSIFICADO
039532;389;DESCLASSIFICADO
096108;383;DESCLASSIFICADO
095979;383;DESCLASSIFICADO
093960;383;DESCLASSIFICADO
088082;383;DESCLASSIFICADO
086381;383;DESCLASSIFICADO
086172;383;DESCLASSIFICADO
084491;383;DESCLASSIFICADO
076574;383;DESCLASSIFICADO
074765;383;DESCLASSIFICADO
074556;383;DESCLASSIFICADO
056539;383;DESCLASSIFICADO
045201;383;DESCLASSIFICADO
033863;383;DESCLASSIFICADO
028194;383;DESCLASSIFICADO
072725;363;DESCLASSIFICADO
004697;363;DESCLASSIFICADO
067056;351;DESCLASSIFICADO
027373;351;DESCLASSIFICADO
021704;351;DESCLASSIFICADO
016035;351;DESCLASSIFICADO
010366;351;DESCLASSIFICADO
033280;293;DESCLASSIFICADO
038949;263;DESCLASSIFICADO
027611;263;DESCLASSIFICADO
021942;263;DESCLASSIFICADO
016273;263;DESCLASSIFICADO
010604;263;DESCLASSIFICADO
084033;0;DESCLASSIFICADO
094447;0;DESCLASSIFICADO
021654;0;DESCLASSIFICADO
076792;0;DESCLASSIFICADO
045310;0;DESCLASSIFICADO
044887;0;DESCLASSIFICADO
088191;0;DESCLASSIFICADO
010316;0;DESCLASSIFICADO
056635;0;DESCLASSIFICADO
067006;0;DESCLASSIFICADO
074652;0;DESCLASSIFICADO
074861;0;DESCLASSIFICADO
027323;0;DESCLASSIFICADO
028090;0;DESCLASSIFICADO
072675;0;DESCLASSIFICADO
074452;0;DESCLASSIFICADO
094641;0;DESCLASSIFICADO
015985;0;DESCLASSIFICADO
039218;0;DESCLASSIFICADO
074665;0;DESCLASSIFICADO
084162;0;DESCLASSIFICADO
039303;0;DESCLASSIFICADO
056419;0;DESCLASSIFICADO
076454;0;DESCLASSIFICADO
096075;0;DESCLASSIFICADO
084249;0;DESCLASSIFICADO
084262;0;DESCLASSIFICADO
093760;0;DESCLASSIFICADO
022296;0;DESCLASSIFICADO
056435;0;DESCLASSIFICADO
056548;0;DESCLASSIFICADO
074436;0;DESCLASSIFICADO
084371;0;DESCLASSIFICADO
093969;0;DESCLASSIFICADO
094056;0;DESCLASSIFICADO
094532;0;DESCLASSIFICADO
027880;0;DESCLASSIFICADO
033549;0;DESCLASSIFICADO
039628;0;DESCLASSIFICADO
062304;0;DESCLASSIFICADO
076921;0;DESCLASSIFICADO
083924;0;DESCLASSIFICADO
084587;0;DESCLASSIFICADO
086068;0;DESCLASSIFICADO
087853;0;DESCLASSIFICADO
093647;0;DESCLASSIFICADO
096117;0;DESCLASSIFICADO
097789;0;DESCLASSIFICADO
033634;0;DESCLASSIFICADO
033872;0;DESCLASSIFICADO
039428;0;DESCLASSIFICADO
045081;0;DESCLASSIFICADO
074565;0;DESCLASSIFICADO
074903;0;DESCLASSIFICADO
076345;0;DESCLASSIFICADO
076470;0;DESCLASSIFICADO
076879;0;DESCLASSIFICADO
085858;0;DESCLASSIFICADO
085943;0;DESCLASSIFICADO
086268;0;DESCLASSIFICADO
094185;0;DESCLASSIFICADO
095666;0;DESCLASSIFICADO
095879;0;DESCLASSIFICADO
033759;0;DESCLASSIFICADO
074774;0;DESCLASSIFICADO
078170;0;DESCLASSIFICADO
078255;0;DESCLASSIFICADO
086477;0;DESCLASSIFICADO
087978;0;DESCLASSIFICADO
095866;0;DESCLASSIFICADO
033743;0;DESCLASSIFICADO
033959;0;DESCLASSIFICADO
062317;0;DESCLASSIFICADO
076683;0;DESCLASSIFICADO
093847;0;DESCLASSIFICADO
097689;0;DESCLASSIFICADO
039541;0;DESCLASSIFICADO
050641;0;DESCLASSIFICADO
073980;0;DESCLASSIFICADO
078380;0;DESCLASSIFICADO
078493;0;DESCLASSIFICADO
078593;0;DESCLASSIFICADO
084049;0;DESCLASSIFICADO
027965;0;DESCLASSIFICADO
033972;0;DESCLASSIFICADO
076583;0;DESCLASSIFICADO
083839;0;DESCLASSIFICADO
084458;0;DESCLASSIFICADO
086519;0;DESCLASSIFICADO
087962;0;DESCLASSIFICADO
097776;0;DESCLASSIFICADO
004647;0;DESCLASSIFICADO
039412;0;DESCLASSIFICADO
044972;0;DESCLASSIFICADO
050879;0;DESCLASSIFICADO
050966;0;DESCLASSIFICADO
050979;0;DESCLASSIFICADO
074327;0;DESCLASSIFICADO
078364;0;DESCLASSIFICADO
084500;0;DESCLASSIFICADO
086052;0;DESCLASSIFICADO
086181;0;DESCLASSIFICADO
094098;0;DESCLASSIFICADO
095779;0;DESCLASSIFICADO
022211;0;DESCLASSIFICADO
028074;0;DESCLASSIFICADO
039641;0;DESCLASSIFICADO
045097;0;DESCLASSIFICADO
045210;0;DESCLASSIFICADO
045297;0;DESCLASSIFICADO
050750;0;DESCLASSIFICADO
050766;0;DESCLASSIFICADO
056648;0;DESCLASSIFICADO
074242;0;DESCLASSIFICADO
076260;0;DESCLASSIFICADO
076670;0;DESCLASSIFICADO
078580;0;DESCLASSIFICADO
086281;0;DESCLASSIFICADO
086390;0;DESCLASSIFICADO
088091;0;DESCLASSIFICADO
088178;0;DESCLASSIFICADO
093860;0;DESCLASSIFICADO
095988;0;DESCLASSIFICADO

CURSO: ;Enfermagem  - Integral - 32 Vagas
IDENTIFICACAO;PONTUACAO;CLASSIFICACAO
085959;743;DESCLASSIFICADO
050657;743;DESCLASSIFICADO
044988;743;DESCLASSIFICADO
033650;743;DESCLASSIFICADO
022312;743;DESCLASSIFICADO
027411;742;DESCLASSIFICADO
021742;742;DESCLASSIFICADO
016073;742;DESCLASSIFICADO
094548;737;DESCLASSIFICADO
087869;737;DESCLASSIFICADO
083940;737;DESCLASSIFICADO
078271;737;DESCLASSIFICADO
076361;737;DESCLASSIFICADO
074343;737;DESCLASSIFICADO
039319;737;DESCLASSIFICADO
027981;737;DESCLASSIFICADO
095661;725;DESCLASSIFICADO
084044;725;DESCLASSIFICADO
076465;725;DESCLASSIFICADO
074447;725;DESCLASSIFICADO
056430;725;DESCLASSIFICADO
050761;725;DESCLASSIFICADO
045092;725;DESCLASSIFICADO
039423;725;DESCLASSIFICADO
028085;725;DESCLASSIFICADO
072763;724;DESCLASSIFICADO
067094;724;DESCLASSIFICADO
033080;724;DESCLASSIFICADO
010404;724;DESCLASSIFICADO
004735;724;DESCLASSIFICADO
087973;713;DESCLASSIFICADO
086063;713;DESCLASSIFICADO
078375;713;DESCLASSIFICADO
033754;713;DESCLASSIFICADO
087918;711;DESCLASSIFICADO
083989;711;DESCLASSIFICADO
078320;711;DESCLASSIFICADO
050706;711;DESCLASSIFICADO
033699;711;DESCLASSIFICADO
028030;711;DESCLASSIFICADO
094597;699;DESCLASSIFICADO
086008;699;DESCLASSIFICADO
076410;699;DESCLASSIFICADO
074392;699;DESCLASSIFICADO
045037;699;DESCLASSIFICADO
039368;699;DESCLASSIFICADO
094451;693;DESCLASSIFICADO
085862;693;DESCLASSIFICADO
083843;693;DESCLASSIFICADO
078174;693;DESCLASSIFICADO
076264;693;DESCLASSIFICADO
074246;693;DESCLASSIFICADO
044891;693;DESCLASSIFICADO
039222;693;DESCLASSIFICADO
033553;693;DESCLASSIFICADO
027884;693;DESCLASSIFICADO
022215;693;DESCLASSIFICADO
033250;679;DESCLASSIFICADO
010574;679;DESCLASSIFICADO
072933;673;DESCLASSIFICADO
038919;673;DESCLASSIFICADO
027581;673;DESCLASSIFICADO
021912;673;DESCLASSIFICADO
016243;673;DESCLASSIFICADO
072734;672;DESCLASSIFICADO
067065;672;DESCLASSIFICADO
027382;672;DESCLASSIFICADO
021713;672;DESCLASSIFICADO
016044;672;DESCLASSIFICADO
010375;672;DESCLASSIFICADO
004706;672;DESCLASSIFICADO
072620;661;DESCLASSIFICADO
066951;661;DESCLASSIFICADO
027268;661;DESCLASSIFICADO
004592;661;DESCLASSIFICADO
021599;649;DESCLASSIFICADO
015930;649;DESCLASSIFICADO
010261;649;DESCLASSIFICADO
086297;647;DESCLASSIFICADO
076699;647;DESCLASSIFICADO
074708;647;DESCLASSIFICADO
074681;647;DESCLASSIFICADO
050995;647;DESCLASSIFICADO
045326;647;DESCLASSIFICADO
039657;647;DESCLASSIFICADO
097805;635;DESCLASSIFICADO
095922;635;DESCLASSIFICADO
095895;635;DESCLASSIFICADO
093903;635;DESCLASSIFICADO
093876;635;DESCLASSIFICADO
088207;635;DESCLASSIFICADO
086324;635;DESCLASSIFICADO
084305;635;DESCLASSIFICADO
084278;635;DESCLASSIFICADO
078609;635;DESCLASSIFICADO
076726;635;DESCLASSIFICADO
062333;635;DESCLASSIFICADO
056664;635;DESCLASSIFICADO
033988;635;DESCLASSIFICADO
097812;603;DESCLASSIFICADO
095929;603;DESCLASSIFICADO
095902;603;DESCLASSIFICADO
093910;603;DESCLASSIFICADO
093883;603;DESCLASSIFICADO
086304;603;DESCLASSIFICADO
078616;603;DESCLASSIFICADO
076733;603;DESCLASSIFICADO
076706;603;DESCLASSIFICADO
074688;603;DESCLASSIFICADO
062340;603;DESCLASSIFICADO
056671;603;DESCLASSIFICADO
051002;603;DESCLASSIFICADO
045333;603;DESCLASSIFICADO
038923;603;DESCLASSIFICADO
033995;603;DESCLASSIFICADO
033254;603;DESCLASSIFICADO
021916;603;DESCLASSIFICADO
027536;597;DESCLASSIFICADO
010529;597;DESCLASSIFICADO
095681;596;DESCLASSIFICADO
093662;596;DESCLASSIFICADO
087993;596;DESCLASSIFICADO
086083;596;DESCLASSIFICADO
084064;596;DESCLASSIFICADO
078395;596;DESCLASSIFICADO
076485;596;DESCLASSIFICADO
074467;596;DESCLASSIFICADO
056450;596;DESCLASSIFICADO
050781;596;DESCLASSIFICADO
045112;596;DESCLASSIFICADO
039443;596;DESCLASSIFICADO
033774;596;DESCLASSIFICADO
028105;596;DESCLASSIFICADO
072937;591;DESCLASSIFICADO
072888;591;DESCLASSIFICADO
033205;591;DESCLASSIFICADO
027585;591;DESCLASSIFICADO
021867;591;DESCLASSIFICADO
016247;591;DESCLASSIFICADO
016198;591;DESCLASSIFICADO
010578;591;DESCLASSIFICADO
088214;573;DESCLASSIFICADO
086331;573;DESCLASSIFICADO
084312;573;DESCLASSIFICADO
084285;573;DESCLASSIFICADO
074715;573;DESCLASSIFICADO
039664;573;DESCLASSIFICADO
094225;566;DESCLASSIFICADO
084627;566;DESCLASSIFICADO
076038;566;DESCLASSIFICADO
038996;566;DESCLASSIFICADO
027658;566;DESCLASSIFICADO
016320;566;DESCLASSIFICADO
074020;560;DESCLASSIFICADO
033327;560;DESCLASSIFICADO
021989;560;DESCLASSIFICADO
010651;560;DESCLASSIFICADO
087903;554;DESCLASSIFICADO
085993;554;DESCLASSIFICADO
078305;554;DESCLASSIFICADO
076395;554;DESCLASSIFICADO
074377;554;DESCLASSIFICADO
039353;554;DESCLASSIFICADO
033684;554;DESCLASSIFICADO
022346;554;DESCLASSIFICADO
094582;548;DESCLASSIFICADO
083974;548;DESCLASSIFICADO
050691;548;DESCLASSIFICADO
045022;548;DESCLASSIFICADO
028015;548;DESCLASSIFICADO
094630;547;DESCLASSIFICADO
087951;547;DESCLASSIFICADO
086041;547;DESCLASSIFICADO
084022;547;DESCLASSIFICADO
078353;547;DESCLASSIFICADO
076443;547;DESCLASSIFICADO
074425;547;DESCLASSIFICADO
056408;547;DESCLASSIFICADO
050739;547;DESCLASSIFICADO
045070;547;DESCLASSIFICADO
039401;547;DESCLASSIFICADO
033732;547;DESCLASSIFICADO
028063;547;DESCLASSIFICADO
086019;546;DESCLASSIFICADO
074403;546;DESCLASSIFICADO
045048;546;DESCLASSIFICADO
039379;546;DESCLASSIFICADO
038922;546;DESCLASSIFICADO
033710;546;DESCLASSIFICADO
028041;546;DESCLASSIFICADO
021915;546;DESCLASSIFICADO
010577;546;DESCLASSIFICADO
094608;534;DESCLASSIFICADO
087929;534;DESCLASSIFICADO
084000;534;DESCLASSIFICADO
078331;534;DESCLASSIFICADO
076421;534;DESCLASSIFICADO
072936;534;DESCLASSIFICADO
